turn_number,feature,n_doctronic,n_drkhan,mean_doctronic,mean_drkhan,U,p_raw,p_fdr,effect_r,sig_fdr,inferential_status,fdr_scope
8,reassurance_count,870,797,0.014942528735632184,0.1806775407779172,314296.5,7.734775222204328e-16,1.0639690803394188e-15,0.09344957383290786,True,exploratory_turn8,global_all_turn_x_feature_tests
8,politeness_count,870,797,0.3724137931034483,1.190715181932246,193939.0,6.109478298552721e-67,1.9147230956288938e-66,0.44060629660075856,True,exploratory_turn8,global_all_turn_x_feature_tests
9,word_count,854,781,41.8536299765808,357.51984635083227,8140.0,3.785323122029787e-255,6.7690484064532665e-254,0.9755912524326286,True,exploratory_turn9,global_all_turn_x_feature_tests
9,sentence_count,854,781,2.4566744730679155,16.830985915492956,6570.5,9.225170328186817e-261,2.0031798426919947e-259,0.9802975828143226,True,exploratory_turn9,global_all_turn_x_feature_tests
9,avg_sentence_length,854,781,17.812693208430915,20.812548015364918,210624.0,5.444754941202861e-38,1.0818336615200457e-37,0.36841915876780806,True,exploratory_turn9,global_all_turn_x_feature_tests
9,paragraph_count,854,781,1.0,8.788732394366198,99064.0,8.493155606539972e-190,9.562664090326487e-189,0.7029449423815621,True,exploratory_turn9,global_all_turn_x_feature_tests
9,question_count,854,781,1.2295081967213115,0.8437900128040973,433373.0,1.6122589152971208e-29,2.6930039024743117e-29,-0.29951992131627314,True,exploratory_turn9,global_all_turn_x_feature_tests
9,mattr,854,781,0.8752872365339579,0.8194891165172855,497435.5,2.8267605568917057e-66,8.768726625459985e-66,-0.49161886370383256,True,exploratory_turn9,global_all_turn_x_feature_tests
9,flesch_reading_ease,854,781,63.32330210772834,46.07526248399488,539172.5,3.4467632847150033e-103,1.3787053138860013e-102,-0.616772168030538,True,exploratory_turn9,global_all_turn_x_feature_tests
9,avg_word_length,854,781,4.627569086651055,5.181030729833546,117246.5,7.591770557729686e-114,3.3939680140438596e-113,0.6484225771919145,True,exploratory_turn9,global_all_turn_x_feature_tests
9,medical_term_count,854,781,0.12295081967213115,0.7516005121638925,253442.0,4.8265979452874925e-33,8.63109279627881e-33,0.2400243487752146,True,exploratory_turn9,global_all_turn_x_feature_tests
9,urgency_score,854,781,0.09836065573770492,0.4494238156209987,274091.5,2.6476138725797e-25,4.236182196127521e-25,0.1781043938744239,True,exploratory_turn9,global_all_turn_x_feature_tests
9,warning_signs_count,854,781,0.2997658079625293,0.8629961587708067,248001.5,6.551870386880194e-30,1.1004246395644082e-29,0.25633832803077783,True,exploratory_turn9,global_all_turn_x_feature_tests
9,medication_specificity,854,781,0.16627634660421545,0.2970550576184379,300558.5,1.4694170044554665e-07,1.7939870255199272e-07,0.09873998086881952,True,exploratory_turn9,global_all_turn_x_feature_tests
9,differential_count,854,781,0.0468384074941452,0.5761843790012804,241259.5,1.785965727162069e-48,4.2087874500563483e-48,0.2765550081412469,True,exploratory_turn9,global_all_turn_x_feature_tests
9,emergency_advice,854,781,0.01288056206088993,0.020486555697823303,330950.5,0.22826878444873588,0.24434405095921025,0.0076059936369333725,False,exploratory_turn9,global_all_turn_x_feature_tests
9,safety_warning_count,854,781,0.13466042154566746,0.7976952624839949,249323.5,3.5918110397431245e-37,6.999426641550704e-37,0.25237415551430786,True,exploratory_turn9,global_all_turn_x_feature_tests
9,risk_language_score,854,781,0.15339578454332553,0.7451984635083226,251059.5,2.123953942077706e-34,3.913224232676501e-34,0.24716855529600856,True,exploratory_turn9,global_all_turn_x_feature_tests
9,empathy_score,854,781,0.13466042154566746,0.47247119078104993,271620.0,3.0582287022082723e-24,4.817106349592305e-24,0.1855154773649348,True,exploratory_turn9,global_all_turn_x_feature_tests
9,reassurance_count,854,781,0.01522248243559719,0.24327784891165172,293035.0,4.447180022330191e-21,6.659816388120089e-21,0.12130008066281439,True,exploratory_turn9,global_all_turn_x_feature_tests
9,politeness_count,854,781,0.477751756440281,1.3649167733674776,193948.5,2.9473073168715485e-57,7.999834145794204e-57,0.4184226071780909,True,exploratory_turn9,global_all_turn_x_feature_tests
10,word_count,821,765,41.481120584652864,363.43660130718956,7381.0,3.3592809794854645e-248,5.374849567176743e-247,0.9764960633055496,True,exploratory_turn10,global_all_turn_x_feature_tests
10,sentence_count,821,765,2.554202192448234,17.02091503267974,6668.0,9.438595186723558e-252,1.5940738537577565e-250,0.9787665289420681,True,exploratory_turn10,global_all_turn_x_feature_tests
10,avg_sentence_length,821,765,17.326126674786845,20.801633986928106,186651.0,2.1375919836748634e-44,4.708898282877959e-44,0.4056315827183492,True,exploratory_turn10,global_all_turn_x_feature_tests
10,paragraph_count,821,765,1.0,8.871895424836602,91541.5,3.888552703685048e-185,3.940400073067515e-184,0.7084967320261437,True,exploratory_turn10,global_all_turn_x_feature_tests
10,question_count,821,765,1.2119366626065773,0.8614379084967321,402151.5,2.983602197894639e-25,4.748769990366336e-25,-0.2806047144801891,True,exploratory_turn10,global_all_turn_x_feature_tests
10,mattr,821,765,0.8719116930572474,0.8184300653594772,464433.5,3.434478094472833e-61,9.491648551997648e-61,-0.478934505186565,True,exploratory_turn10,global_all_turn_x_feature_tests
10,flesch_reading_ease,821,765,62.3515712545676,46.42448366013071,492739.5,1.3128823084367345e-85,4.535411610963264e-85,-0.5690716725179719,True,exploratory_turn10,global_all_turn_x_feature_tests
10,avg_word_length,821,765,4.666169305724726,5.170332026143791,127751.0,7.4516617796732035e-93,2.729283350627294e-92,0.5931917874742264,True,exploratory_turn10,global_all_turn_x_feature_tests
10,medical_term_count,821,765,0.14494518879415347,0.7124183006535948,252483.5,3.111258365834236e-22,4.7291127160680385e-22,0.19599563739421877,True,exploratory_turn10,global_all_turn_x_feature_tests
10,urgency_score,821,765,0.06455542021924482,0.43529411764705883,257244.5,6.2767343894236284e-27,1.0203889060881191e-26,0.18083478620843385,True,exploratory_turn10,global_all_turn_x_feature_tests
10,warning_signs_count,821,765,0.20584652862362973,0.7699346405228759,231987.0,1.2313917763581389e-32,2.1513971265107716e-32,0.26126435958061667,True,exploratory_turn10,global_all_turn_x_feature_tests
10,medication_specificity,821,765,0.2143727161997564,0.2522875816993464,306160.0,0.20351078693314073,0.2186122940907236,0.02506906132327069,False,exploratory_turn10,global_all_turn_x_feature_tests
10,differential_count,821,765,0.031668696711327646,0.4980392156862745,234426.0,1.0527601179358243e-44,2.353228498915372e-44,0.2534976475364811,True,exploratory_turn10,global_all_turn_x_feature_tests
10,emergency_advice,821,765,0.0048721071863581,0.026143790849673203,307352.5,0.0005280815222481342,0.000605799180239369,0.02127168366331511,True,exploratory_turn10,global_all_turn_x_feature_tests
10,safety_warning_count,821,765,0.07186358099878197,0.7581699346405228,230432.5,9.042992504157374e-44,1.9777480009092386e-43,0.2662144841696321,True,exploratory_turn10,global_all_turn_x_feature_tests
10,risk_language_score,821,765,0.09013398294762484,0.7254901960784313,230911.0,2.3699158154057294e-41,5.073622590727758e-41,0.264690756529977,True,exploratory_turn10,global_all_turn_x_feature_tests
10,empathy_score,821,765,0.1120584652862363,0.5124183006535947,245168.0,1.2220337396972872e-31,2.0988602082936457e-31,0.21929099695095255,True,exploratory_turn10,global_all_turn_x_feature_tests
10,reassurance_count,821,765,0.01705237515225335,0.2849673202614379,277275.0,2.088192670860951e-19,3.0519739035660054e-19,0.11704998686441692,True,exploratory_turn10,global_all_turn_x_feature_tests
10,politeness_count,821,765,0.5395858708891595,1.449673202614379,180286.0,5.536891725254482e-56,1.476504460067862e-55,0.42590018549035524,True,exploratory_turn10,global_all_turn_x_feature_tests
11,word_count,781,324,41.35723431498079,366.7345679012346,1427.0,5.8456066879136525e-148,3.86318355027337e-147,0.9887213290969159,True,exploratory_turn11,global_all_turn_x_feature_tests
11,sentence_count,781,324,2.5749039692701663,16.87037037037037,1595.0,7.575023308126893e-151,5.117349079267946e-150,0.9873934967831681,True,exploratory_turn11,global_all_turn_x_feature_tests
11,avg_sentence_length,781,324,16.967285531370038,21.647222222222226,56695.0,2.1547399085425374e-47,4.962431304522207e-47,0.5518961129289768,True,exploratory_turn11,global_all_turn_x_feature_tests
11,paragraph_count,781,324,1.0,7.95679012345679,36316.5,1.1157579610414189e-152,7.708873185377075e-152,0.712962962962963,True,exploratory_turn11,global_all_turn_x_feature_tests
11,question_count,781,324,1.1920614596670935,0.9074074074074074,155555.0,9.493717626167425e-11,1.19754778354975e-10,-0.22946997360142896,True,exploratory_turn11,global_all_turn_x_feature_tests
11,mattr,781,324,0.8633284250960307,0.8190777777777779,176884.5,1.8005914820106587e-25,2.896189473710266e-25,-0.39805330298288055,True,exploratory_turn11,global_all_turn_x_feature_tests
11,flesch_reading_ease,781,324,63.41764404609475,44.38722222222222,211728.0,1.1428181650354398e-69,3.7762687192475404e-69,-0.6734480959833073,True,exploratory_turn11,global_all_turn_x_feature_tests
11,avg_word_length,781,324,4.654403329065301,5.214345679012346,42663.0,1.529658287876006e-67,4.9469799948330404e-67,0.6628017261820078,True,exploratory_turn11,global_all_turn_x_feature_tests
11,medical_term_count,781,324,0.176696542893726,0.7654320987654321,104861.5,1.388280045920347e-11,1.7658457487857132e-11,0.1711994751900855,True,exploratory_turn11,global_all_turn_x_feature_tests
11,urgency_score,781,324,0.056338028169014086,0.48148148148148145,101514.5,2.379158490966955e-24,3.767000944031012e-24,0.19765337253600168,True,exploratory_turn11,global_all_turn_x_feature_tests
11,warning_signs_count,781,324,0.18950064020486557,0.7777777777777778,94417.0,1.9599855171927764e-22,2.99414872978193e-22,0.2537503359099603,True,exploratory_turn11,global_all_turn_x_feature_tests
11,medication_specificity,781,324,0.25224071702944945,0.30246913580246915,124275.0,0.5112724161572699,0.5268705576671527,0.017759757196376902,False,exploratory_turn11,global_all_turn_x_feature_tests
11,differential_count,781,324,0.02560819462227913,0.48148148148148145,93055.5,1.050177522347406e-39,2.1717956924735473e-39,0.2645113102859582,True,exploratory_turn11,global_all_turn_x_feature_tests
11,emergency_advice,781,324,0.002560819462227913,0.040123456790123455,121769.5,9.132574661990242e-07,1.088746155782366e-06,0.037562637327895554,True,exploratory_turn11,global_all_turn_x_feature_tests
11,safety_warning_count,781,324,0.0499359795134443,0.7160493827160493,91329.0,1.4794020376389795e-38,2.97839880425331e-38,0.2781571584388486,True,exploratory_turn11,global_all_turn_x_feature_tests
11,risk_language_score,781,324,0.056338028169014086,0.691358024691358,87442.0,1.4465780819661163e-43,3.141140977983567e-43,0.3088790882218112,True,exploratory_turn11,global_all_turn_x_feature_tests
11,empathy_score,781,324,0.11011523687580026,0.38271604938271603,107392.0,4.6089126768981713e-14,6.013345295180447e-14,0.1511990009642592,True,exploratory_turn11,global_all_turn_x_feature_tests
11,reassurance_count,781,324,0.023047375160051217,0.2839506172839506,111703.5,2.2170179945551512e-14,2.9176340707565625e-14,0.11712192345995165,True,exploratory_turn11,global_all_turn_x_feature_tests
11,politeness_count,781,324,0.6414852752880922,1.2469135802469136,86810.5,1.8896616851266614e-19,2.7751553250169326e-19,0.31387031504402396,True,exploratory_turn11,global_all_turn_x_feature_tests
12,word_count,726,303,42.28099173553719,368.87458745874585,653.5,1.0057746578748851e-139,6.115109919879301e-139,0.9940584967587668,True,exploratory_turn12,global_all_turn_x_feature_tests
12,sentence_count,726,303,2.606060606060606,16.831683168316832,698.0,1.141512518854196e-142,7.08203685166685e-142,0.99365391084563,True,exploratory_turn12,global_all_turn_x_feature_tests
12,avg_sentence_length,726,303,17.314848484848486,21.781254125412538,52545.5,6.617684737815029e-40,1.3779288769149103e-39,0.5222658629499314,True,exploratory_turn12,global_all_turn_x_feature_tests
12,paragraph_count,726,303,1.0,7.8283828382838285,31218.0,6.568130323678874e-143,4.159815871663287e-142,0.7161716171617162,True,exploratory_turn12,global_all_turn_x_feature_tests
12,question_count,726,303,1.1239669421487604,0.9570957095709571,128456.0,4.513768251337804e-06,5.339243379014368e-06,-0.16789860804262235,True,exploratory_turn12,global_all_turn_x_feature_tests
12,mattr,726,303,0.8611219008264464,0.8172419141914191,153925.5,4.845571409781891e-24,7.554121582429203e-24,-0.39946267354008125,True,exploratory_turn12,global_all_turn_x_feature_tests
12,flesch_reading_ease,726,303,62.13050964187328,44.73897689768977,176988.5,1.2228863675348486e-53,3.177414151543538e-53,-0.6091472783642,True,exploratory_turn12,global_all_turn_x_feature_tests
12,avg_word_length,726,303,4.679141873278237,5.197666666666666,43080.0,1.686574965668112e-53,4.345074487822933e-53,0.6083244688105174,True,exploratory_turn12,global_all_turn_x_feature_tests
12,medical_term_count,726,303,0.1763085399449036,0.6501650165016502,95036.5,1.4997315607083953e-07,1.8236735778214089e-07,0.13594541272309046,True,exploratory_turn12,global_all_turn_x_feature_tests
12,urgency_score,726,303,0.07300275482093664,0.4752475247524752,88860.5,2.896216654865645e-21,4.358662688510673e-21,0.19209648237551025,True,exploratory_turn12,global_all_turn_x_feature_tests
12,warning_signs_count,726,303,0.209366391184573,0.7458745874587459,82660.0,1.629726844027244e-20,2.428612551883736e-20,0.24847030157561212,True,exploratory_turn12,global_all_turn_x_feature_tests
12,medication_specificity,726,303,0.2768595041322314,0.24752475247524752,113152.5,0.3047796031084109,0.32171180328110044,-0.028761967105801478,False,exploratory_turn12,global_all_turn_x_feature_tests
12,differential_count,726,303,0.024793388429752067,0.38283828382838286,83372.0,1.1629188014538025e-33,2.1169300337841675e-33,0.24199692696542385,True,exploratory_turn12,global_all_turn_x_feature_tests
12,emergency_advice,726,303,0.006887052341597796,0.0297029702970297,107479.5,0.004006276752705232,0.004477603429494083,0.02281591795543192,True,exploratory_turn12,global_all_turn_x_feature_tests
12,safety_warning_count,726,303,0.07162534435261708,0.7260726072607261,78904.5,1.1326521160677741e-32,1.990325105691349e-32,0.2826146250988735,True,exploratory_turn12,global_all_turn_x_feature_tests
12,risk_language_score,726,303,0.07300275482093664,0.6831683168316832,77095.5,7.746009017423764e-35,1.4358455739614783e-34,0.2990617243542536,True,exploratory_turn12,global_all_turn_x_feature_tests
12,empathy_score,726,303,0.15702479338842976,0.43234323432343236,92859.0,6.523882213284533e-12,8.368186467672988e-12,0.15574284701197394,True,exploratory_turn12,global_all_turn_x_feature_tests
12,reassurance_count,726,303,0.024793388429752067,0.36633663366336633,94237.5,2.2959795926828352e-17,3.2923480951678397e-17,0.14320977552300684,True,exploratory_turn12,global_all_turn_x_feature_tests
12,politeness_count,726,303,0.7300275482093664,1.3597359735973598,77503.5,7.91516436970733e-16,1.0838783641401028e-15,0.29535226249897717,True,exploratory_turn12,global_all_turn_x_feature_tests
13,word_count,632,296,42.58227848101266,373.1689189189189,666.5,1.5112454587217994e-131,7.921010680197017e-131,0.9928744013000342,True,exploratory_turn13,global_all_turn_x_feature_tests
13,sentence_count,632,296,2.5933544303797467,17.10810810810811,986.0,3.4730084578217634e-133,1.8522711775049404e-132,0.989458604173794,True,exploratory_turn13,global_all_turn_x_feature_tests
13,avg_sentence_length,632,296,17.69367088607595,21.73162162162162,45942.5,6.82574577536066e-36,1.2968916973185253e-35,0.5088254789599727,True,exploratory_turn13,global_all_turn_x_feature_tests
13,paragraph_count,632,296,1.0,7.797297297297297,26228.0,9.045040058794345e-128,4.660495216734714e-127,0.7195945945945945,True,exploratory_turn13,global_all_turn_x_feature_tests
13,question_count,632,296,1.0427215189873418,0.902027027027027,104716.5,0.0015352684284469546,0.0017350245436723948,-0.11953151727677036,True,exploratory_turn13,global_all_turn_x_feature_tests
13,mattr,632,296,0.8620346518987343,0.8159314189189188,135351.5,4.237206137338823e-28,6.962760355410823e-28,-0.44705247177557306,True,exploratory_turn13,global_all_turn_x_feature_tests
13,flesch_reading_ease,632,296,61.3135917721519,44.65891891891892,149274.0,1.4232273733938582e-48,3.380165011810414e-48,-0.5958989052343482,True,exploratory_turn13,global_all_turn_x_feature_tests
13,avg_word_length,632,296,4.698087025316456,5.204118243243243,39568.0,1.1981064263005034e-45,2.6979581747803928e-45,0.5769757098871022,True,exploratory_turn13,global_all_turn_x_feature_tests
13,medical_term_count,632,296,0.22151898734177214,0.6486486486486487,83370.0,8.471744913608658e-05,9.829810892126076e-05,0.10868542593226138,True,exploratory_turn13,global_all_turn_x_feature_tests
13,urgency_score,632,296,0.05379746835443038,0.3885135135135135,78321.5,6.186465107022995e-17,8.706876817291623e-17,0.162659296955183,True,exploratory_turn13,global_all_turn_x_feature_tests
13,warning_signs_count,632,296,0.1819620253164557,0.6418918918918919,73979.0,6.346234204263632e-15,8.498921577516054e-15,0.2090852719808416,True,exploratory_turn13,global_all_turn_x_feature_tests
13,medication_specificity,632,296,0.2563291139240506,0.23648648648648649,95093.0,0.5497240465270952,0.5607923159202581,-0.01664599726308591,False,exploratory_turn13,global_all_turn_x_feature_tests
13,differential_count,632,296,0.03639240506329114,0.39864864864864863,73153.0,3.628250829772084e-24,5.685506454900585e-24,0.217916096476223,True,exploratory_turn13,global_all_turn_x_feature_tests
13,emergency_advice,632,296,0.0015822784810126582,0.02027027027027027,91788.0,0.002183213740131215,0.002458136951851442,0.01868799178925762,True,exploratory_turn13,global_all_turn_x_feature_tests
13,safety_warning_count,632,296,0.056962025316455694,0.6587837837837838,68319.0,2.2267494591501727e-30,3.76073241989807e-30,0.2695967328087582,True,exploratory_turn13,global_all_turn_x_feature_tests
13,risk_language_score,632,296,0.06645569620253164,0.625,66678.5,2.8464532455180707e-31,4.861358351896031e-31,0.287135434485118,True,exploratory_turn13,global_all_turn_x_feature_tests
13,empathy_score,632,296,0.12658227848101267,0.4797297297297297,74966.0,6.538103492461363e-17,9.159370791282278e-17,0.198533185083818,True,exploratory_turn13,global_all_turn_x_feature_tests
13,reassurance_count,632,296,0.022151898734177215,0.31756756756756754,81629.0,2.069809981841884e-14,2.735748845564925e-14,0.12729858022579543,True,exploratory_turn13,global_all_turn_x_feature_tests
13,politeness_count,632,296,0.754746835443038,1.412162162162162,66618.5,4.356336204763924e-14,5.708302613138935e-14,0.2877768987341772,True,exploratory_turn13,global_all_turn_x_feature_tests
14,word_count,512,292,41.02734375,381.69520547945206,456.5,1.0122126610856272e-121,4.8080101401567295e-121,0.9938931399828768,True,exploratory_turn14,global_all_turn_x_feature_tests
14,sentence_count,512,292,2.548828125,17.301369863013697,768.0,5.190840136121619e-123,2.5047863513983685e-122,0.9897260273972602,True,exploratory_turn14,global_all_turn_x_feature_tests
14,avg_sentence_length,512,292,17.203906250000003,21.937397260273972,35165.0,7.353864304555067e-36,1.3885557444625716e-35,0.5295778039383562,True,exploratory_turn14,global_all_turn_x_feature_tests
14,paragraph_count,512,292,1.0,7.660958904109589,22016.0,8.150233515664991e-105,3.303561318349543e-104,0.7054794520547945,True,exploratory_turn14,global_all_turn_x_feature_tests
14,question_count,512,292,0.93359375,0.9246575342465754,76564.0,0.5394474900251911,0.5540271519177639,-0.02424015410958913,False,exploratory_turn14,global_all_turn_x_feature_tests
14,mattr,512,292,0.8722833984375,0.8126828767123288,116275.0,2.7228775455628234e-39,5.5929376611560694e-39,-0.555476776541096,True,exploratory_turn14,global_all_turn_x_feature_tests
14,flesch_reading_ease,512,292,61.2410546875,44.98256849315069,116183.5,4.142693128638066e-39,8.452206114805182e-39,-0.5542527290239727,True,exploratory_turn14,global_all_turn_x_feature_tests
14,avg_word_length,512,292,4.725521484375,5.187654109589041,34911.5,2.7127683705724926e-36,5.219503700342011e-36,0.5329690175513699,True,exploratory_turn14,global_all_turn_x_feature_tests
14,medical_term_count,512,292,0.1953125,0.6301369863013698,63846.0,2.3110411355609038e-07,2.7879226397242646e-07,0.1458957619863014,True,exploratory_turn14,global_all_turn_x_feature_tests
14,urgency_score,512,292,0.091796875,0.4315068493150685,62807.5,1.1514091074416081e-12,1.4894824198393569e-12,0.15978836686643838,True,exploratory_turn14,global_all_turn_x_feature_tests
14,warning_signs_count,512,292,0.212890625,0.6712328767123288,59853.0,5.42835767643793e-12,6.992460735750555e-12,0.19931239297945202,True,exploratory_turn14,global_all_turn_x_feature_tests
14,medication_specificity,512,292,0.271484375,0.2328767123287671,76702.0,0.37123737770634146,0.38782186537019864,-0.026086258561643927,False,exploratory_turn14,global_all_turn_x_feature_tests
14,differential_count,512,292,0.03515625,0.3561643835616438,61076.0,3.986856049482086e-17,5.663571210479225e-17,0.18295162671232879,True,exploratory_turn14,global_all_turn_x_feature_tests
14,emergency_advice,512,292,0.005859375,0.030821917808219176,72886.0,0.005034629373683444,0.005606327214651161,0.02496254280821919,True,exploratory_turn14,global_all_turn_x_feature_tests
14,safety_warning_count,512,292,0.0859375,0.6506849315068494,56434.0,7.43083146628726e-20,1.0965887212385082e-19,0.24505029965753422,True,exploratory_turn14,global_all_turn_x_feature_tests
14,risk_language_score,512,292,0.08203125,0.6404109589041096,54512.5,4.66052695121537e-23,7.19187915314453e-23,0.27075529751712324,True,exploratory_turn14,global_all_turn_x_feature_tests
14,empathy_score,512,292,0.1328125,0.4726027397260274,60131.0,1.913502302643041e-14,2.540195196521766e-14,0.19559342893835618,True,exploratory_turn14,global_all_turn_x_feature_tests
14,reassurance_count,512,292,0.017578125,0.4623287671232877,62522.0,2.3084354855321042e-17,3.2946684863932375e-17,0.16360766267123283,True,exploratory_turn14,global_all_turn_x_feature_tests
14,politeness_count,512,292,0.732421875,1.5445205479452055,48919.0,4.804758260470927e-18,6.955459577062676e-18,0.3455827268835616,True,exploratory_turn14,global_all_turn_x_feature_tests
15,word_count,371,289,41.722371967654986,449.4186851211073,630.0,2.2631174362047385e-105,9.29713108927352e-105,0.9882483515048639,True,exploratory_turn15,global_all_turn_x_feature_tests
15,sentence_count,371,289,2.557951482479784,20.342560553633216,635.5,1.0975457965850256e-106,4.57060167344997e-106,0.9881457577481603,True,exploratory_turn15,global_all_turn_x_feature_tests
15,avg_sentence_length,371,289,17.383881401617252,22.120553633217995,21035.5,5.703799988303561e-41,1.2041355530863074e-40,0.6076161874294668,True,exploratory_turn15,global_all_turn_x_feature_tests
15,paragraph_count,371,289,1.0,8.53287197231834,927.5,9.734966639043017e-128,4.932383097115129e-127,0.9826989619377162,True,exploratory_turn15,global_all_turn_x_feature_tests
15,question_count,371,289,0.9919137466307277,0.18685121107266436,82675.5,1.0976391099965586e-41,2.366541059850736e-41,-0.5421800240628993,True,exploratory_turn15,global_all_turn_x_feature_tests
15,mattr,371,289,0.8735832884097036,0.8126823529411764,82654.5,6.156311144384972e-33,1.0944553145573284e-32,-0.5417883024463948,True,exploratory_turn15,global_all_turn_x_feature_tests
15,flesch_reading_ease,371,289,63.125309973045816,38.228615916955015,95739.5,2.5293026402791512e-67,8.093768448893284e-67,-0.7858681763493411,True,exploratory_turn15,global_all_turn_x_feature_tests
15,avg_word_length,371,289,4.651194070080863,5.436820069204153,12737.0,1.7906737155712304e-63,5.285095238190815e-63,0.7624115128848432,True,exploratory_turn15,global_all_turn_x_feature_tests
15,medical_term_count,371,289,0.21024258760107817,3.698961937716263,8847.0,1.7656070935653574e-89,6.389816148141293e-89,0.8349732789897313,True,exploratory_turn15,global_all_turn_x_feature_tests
15,urgency_score,371,289,0.05390835579514825,0.7820069204152249,35878.0,7.696072928373608e-29,1.2784733170631567e-28,0.3307529449071527,True,exploratory_turn15,global_all_turn_x_feature_tests
15,warning_signs_count,371,289,0.14285714285714285,1.5813148788927336,18900.5,6.619556514503331e-64,1.972887431773542e-63,0.6474412184407614,True,exploratory_turn15,global_all_turn_x_feature_tests
15,medication_specificity,371,289,0.24258760107816713,0.48788927335640137,44014.5,1.9788906258353637e-07,2.3967440249161375e-07,0.17897947192195418,True,exploratory_turn15,global_all_turn_x_feature_tests
15,differential_count,371,289,0.06199460916442048,1.519031141868512,18623.5,2.622920272223788e-67,8.305914195375329e-67,0.6526082130965594,True,exploratory_turn15,global_all_turn_x_feature_tests
15,emergency_advice,371,289,0.008086253369272238,0.07612456747404844,49962.0,5.6646298924383476e-06,6.648831997302153e-06,0.06803831410477623,True,exploratory_turn15,global_all_turn_x_feature_tests
15,safety_warning_count,371,289,0.0862533692722372,1.5397923875432526,24747.5,2.606720160909095e-51,6.44262543834443e-51,0.5383747283597123,True,exploratory_turn15,global_all_turn_x_feature_tests
15,risk_language_score,371,289,0.09973045822102426,1.5294117647058822,26361.0,8.535203162668838e-47,1.936344598098005e-46,0.508277450824947,True,exploratory_turn15,global_all_turn_x_feature_tests
15,empathy_score,371,289,0.1509433962264151,0.25259515570934254,50599.0,0.01872352339132899,0.020401258462236605,0.056156091737471936,True,exploratory_turn15,global_all_turn_x_feature_tests
15,reassurance_count,371,289,0.02425876010781671,0.39100346020761245,42939.0,7.035008782941589e-16,9.721103045519287e-16,0.1990412147100794,True,exploratory_turn15,global_all_turn_x_feature_tests
15,politeness_count,371,289,0.6253369272237197,1.0795847750865053,41606.0,7.628015458224781e-08,9.42649064756233e-08,0.22390621065296268,True,exploratory_turn15,global_all_turn_x_feature_tests
16,word_count,289,28,29.155709342560552,482.89285714285717,6.0,2.6467485130323767e-18,3.849816018956184e-18,0.9985170538803757,True,exploratory_turn16,global_all_turn_x_feature_tests
16,sentence_count,289,28,1.6955017301038062,20.75,29.0,2.4997351941831086e-21,3.7806940250331594e-21,0.9928324270884824,True,exploratory_turn16,global_all_turn_x_feature_tests
16,avg_sentence_length,289,28,18.120276816608992,23.4575,2002.0,1.013636226140253e-05,1.185174664410142e-05,0.5051903114186851,True,exploratory_turn16,global_all_turn_x_feature_tests
16,paragraph_count,289,28,1.0,13.642857142857142,144.5,7.912217150068161e-68,2.5863591544308828e-67,0.9642857142857143,True,exploratory_turn16,global_all_turn_x_feature_tests
16,question_count,289,28,0.010380622837370242,1.9285714285714286,598.5,3.59497440891219e-55,9.50323669834179e-55,0.8520761245674741,True,exploratory_turn16,global_all_turn_x_feature_tests
16,mattr,289,28,0.9286432525951558,0.8114357142857144,7794.0,2.885543496526846e-16,4.0238771694686294e-16,-0.9263470093919921,True,exploratory_turn16,global_all_turn_x_feature_tests
16,flesch_reading_ease,289,28,58.85508650519032,41.93642857142858,6219.5,2.6977880624723593e-06,3.2036233241859267e-06,-0.53719723183391,True,exploratory_turn16,global_all_turn_x_feature_tests
16,avg_word_length,289,28,4.936359861591695,5.2332142857142845,2789.5,0.0066807406764242405,0.007412208633696968,0.3105536332179931,True,exploratory_turn16,global_all_turn_x_feature_tests
16,medical_term_count,289,28,0.1695501730103806,0.5357142857142857,3735.5,0.23510632303160905,0.250780077900383,0.07674246169055854,False,exploratory_turn16,global_all_turn_x_feature_tests
16,urgency_score,289,28,0.2768166089965398,0.21428571428571427,4161.5,0.6729326790214227,0.6796396492442276,-0.028546712802768104,False,exploratory_turn16,global_all_turn_x_feature_tests
16,warning_signs_count,289,28,0.10034602076124567,0.42857142857142855,3387.5,0.0009798522792470745,0.0011156370520266318,0.16275333662876912,True,exploratory_turn16,global_all_turn_x_feature_tests
16,medication_specificity,289,28,0.01730103806228374,0.10714285714285714,3812.0,0.03265624927243446,0.035455356352928846,0.05783489866534852,True,exploratory_turn16,global_all_turn_x_feature_tests
16,differential_count,289,28,0.058823529411764705,0.5,3247.0,0.0001684755367125182,0.00019400213318411185,0.19747899159663862,True,exploratory_turn16,global_all_turn_x_feature_tests
16,emergency_advice,289,28,0.020761245674740483,0.0,4130.0,0.4448851720360878,0.46316812431154347,-0.02076124567474058,False,exploratory_turn16,global_all_turn_x_feature_tests
16,safety_warning_count,289,28,0.16608996539792387,0.5714285714285714,3362.5,0.013104737208230157,0.014434203301818722,0.16893227879387052,True,exploratory_turn16,global_all_turn_x_feature_tests
16,risk_language_score,289,28,0.14878892733564014,0.4642857142857143,3189.5,0.0015066112562581414,0.001708991872770429,0.21169055857637176,True,exploratory_turn16,global_all_turn_x_feature_tests
16,empathy_score,289,28,0.16608996539792387,0.2857142857142857,3814.0,0.31689492190126944,0.3333427552179443,0.057340583292140423,False,exploratory_turn16,global_all_turn_x_feature_tests
